title,artist,filename,genre
Voucher,Janitor Joe,Janitor Joe - Voucher.mp3,"math rock, noise rock, alternative rock, post-hardcore, grunge"
FLAME ON,Big Daddy Kane,Big Daddy Kane - FLAME ON.mp3,"hip hop, pop rap, old school hip hop, chill-out, jazz rap"
Piney Brown (K.C.),Joe Turner,Joe Turner - Piney Brown (K.C.).mp3,"jump blues, chicago blues, blues, smooth jazz, piano blues"
Carry The Weight,Xzibit,Xzibit - Carry The Weight.mp3,"gangster rap, hip hop, rap, hardcore rap, west coast rap"
Eimsbush Bis 0711,Dynamite Deluxe,Dynamite Deluxe - Eimsbush Bis 0711.mp3,"hip hop, grime, reggae, pop rap, chill-out"
Take the Time (2019 Remaster),Bad Company,Bad Company - Take the Time (2019 Remaster).mp3,"blues-rock, hard rock, classic rock, rap, rock"
Cupareree or Graysinn,Les Witches,Les Witches - Cupareree or Graysinn.mp3,"celtic, folk rock, mediaeval, baroque, rock"
Eagle Eye,Bottom of the Hudson,Bottom of the Hudson - Eagle Eye.mp3,"free music, folk rock, indie rock, lo-fi, indie"
Ricerca nell' isola,Piero Umiliani,Piero Umiliani - Ricerca nell' isola.mp3,"jazz funk, future jazz, easy listening, latin jazz, samba"
Pub Pusher,Republica,Republica - Pub Pusher.mp3,"europop, breakbeat, big beat, pop rock, tribal house"
Passion,Paris Musette,Paris Musette - Passion.mp3,"musette, speed metal, folk, world, quiet"
Cool Water,Gene Autry,Gene Autry - Cool Water.mp3,"classic country, western swing, traditional country, oldies, bluegrass"
Born Again,The Pastor360,The Pastor360 - Born Again.mp3,"hard rock, rap, rare groove, psychedelic, hip hop"
The Beginning of the Partnership,Nick Ingman,Nick Ingman - The Beginning of the Partnership.mp3,"jazz funk, exotica, jazz, soul jazz, easy listening"
Umbrellas of Cherbourg,Manuel & The Music Of The Mountains,Manuel & The Music Of The Mountains - Umbrellas of Cherbourg.mp3,"fusion, ethnic, ethnic and world fusion"
Try and Stop Me (Live),The Creation,The Creation - Try and Stop Me (Live).mp3,"freakbeat, british invasion, garage rock, psychedelic rock, rock 'n roll"
C'est toujours la même histoire,Martha Wainwright,Martha Wainwright - C'est toujours la même histoire.mp3,"folk-pop, folk rock, singer-songwriter, british pop, anti-folk"
Cool People Make Me Tired,Williamson,Williamson - Cool People Make Me Tired.mp3,"neofolk, downtempo, experimental pop, chill-out, instrumental rock"
Yo Mouth (Skit),Tha Liks,Tha Liks - Yo Mouth (Skit).mp3,"los angeles, chill-out, broken beat, hardcore hip hop, jazz rap"
Here Without You,3 Doors Down,3 Doors Down - Here Without You.mp3,"post-grunge, alternative metal, heavy metal, rock, alternative"
Dig Up,Cindy Morgan,Cindy Morgan - Dig Up.mp3,"ccm, christian rock, singer-songwriter, gospel, adult contemporary"
Just Look At the Blessing,True Believers,True Believers - Just Look At the Blessing.mp3,"melodic hardcore, hip hop, dark ambient, rock, punk"
Tin Pan Alley (AKA Roughest Place in Town),Stevie Ray Vaughan & Double Trouble,Stevie Ray Vaughan & Double Trouble - Tin Pan Alley (AKA Roughest Place in Town).mp3,"texas blues, blues, blues-rock, modern electric blues, rock"
Dans le calme de la nuit,Kali,Kali - Dans le calme de la nuit.mp3,"hip hop, neo soul, pop folk, chalga, power violence"
Heaven Can Wait,Michael Jackson,Michael Jackson - Heaven Can Wait.mp3,"motown, dance pop, funk, vocal, pop"
Pretty Please Me,The Dickies,The Dickies - Pretty Please Me.mp3,"peace punk, comedy rock, crust punk, pop punk, melodic hardcore"
"Rockout, Whatever You Feel Like",Cactus,"Cactus - Rockout, Whatever You Feel Like.mp3","blues-rock, jam band, psychedelic trance, hard rock, goa"
This One's for You,Barry Manilow,Barry Manilow - This One's for You.mp3,"soft rock, rock, pop, adult contemporary, ballad"
The Rover (Takao Tajima Remix),Original Love,Original Love - The Rover (Takao Tajima Remix).mp3,"j pop, pop rock, shibuya-kei, ballad, garage rock"
CB4,Slum Village,Slum Village - CB4.mp3,"hip hop, rap, neo soul, alternative hip hop, underground rap"
Apisti,Christos Dantis,Christos Dantis - Apisti.mp3,"pop rock, singer-songwriter, male vocalist, greek, eurovision"
Work Hard,Luciano,Luciano - Work Hard.mp3,"dancehall, reggae, roots reggae, roots rock, lovers rock"
Concerto No. 3 In D: Allegro,Francis Lai,Francis Lai - Concerto No. 3 In D_ Allegro.mp3,"space age pop, samba, exotica, soundtrack, easy listening"
Cero Codazos,Johnny Pacheco,Johnny Pacheco - Cero Codazos.mp3,"salsa, charanga, cha cha cha, latin jazz, boogaloo"
Got To Give It Up,James Taylor Quartet,James Taylor Quartet - Got To Give It Up.mp3,"jazz funk, soul jazz, chill-out, rare groove, acid jazz"
Show Me The Way,Mix Mob,Mix Mob - Show Me The Way.mp3,"rapcore, reggae, nu metal, hip hop, rap"
All the Lessons,Melanie And The Secret Army,Melanie And The Secret Army - All the Lessons.mp3,"oi, punk, german, female vocals"
Beachport,Click Click,Click Click - Beachport.mp3,"tech house, italian disco, modern rock, gangster rap, industrial metal"
Carta De Amor,Egberto Gismonti,Egberto Gismonti - Carta De Amor.mp3,"latin jazz, brazilian pop music, hard bop, jazz, samba"
Winter in Finland,Moss,Moss - Winter in Finland.mp3,"future jazz, trip hop, downtempo, acid jazz, drone doom metal"
"Lieder, die uns ein Leben lang begleiten",Maria & Margot Hellwig,"Maria & Margot Hellwig - Lieder, die uns ein Leben lang begleiten.mp3","j pop, neo soul, rock 'n roll, r&b, rap"
Azul Contente,Luciana Souza,Luciana Souza - Azul Contente.mp3,"vocal jazz, brazilian jazz, brazilian pop music, bossa nova, chanson"
Tras La Reja,Orquesta Sublime,Orquesta Sublime - Tras La Reja.mp3,"salsa, charanga, mambo, latin jazz, bolero"
Noises,Pale Waves,Pale Waves - Noises.mp3,"art rock, avantgarde metal, trip rock, desi, progressive rock"
Crazy Rhythm,Hank Penny,Hank Penny - Crazy Rhythm.mp3,"western swing, classic country, jazz, country, folk"
Happy Mother's Day,Casiotone for the Painfully Alone,Casiotone for the Painfully Alone - Happy Mother's Day.mp3,"trip hop, indietronica, electro, neofolk, indie rock"
Sweet Suffering Christ,Margaret Becker,Margaret Becker - Sweet Suffering Christ.mp3,"ccm, christian rock, folk rock, easy listening, opera"
"Take a Ride (Feat. Mr. Sancho, Bullet Nasty)",Frost,"Frost - Take a Ride (Feat. Mr. Sancho, Bullet Nasty).mp3","gangster rap, trip hop, downtempo, progressive house, electro"
Hiroshima,Utopia,Utopia - Hiroshima.mp3,"new beat, pop rock, power pop, soft rock, goregrind"
Marrakech,ATB,ATB - Marrakech.mp3,"progressive house, progressive trance, club, electronica, downtempo"
Maria durch ein' Dornwald ging,German Brass,German Brass - Maria durch ein' Dornwald ging.mp3,"rock, punk, los angeles, grunge, southern rock"
"Nisi Dominus, RV 608: II. Vanum est vobis",Eva Zaïcik,"Eva Zaïcik - Nisi Dominus, RV 608_ II. Vanum est vobis.mp3","deep house, tech house, broken beat, downtempo, electronic"
C'est toujours le matin,CALi,CALi - C'est toujours le matin.mp3,"dance pop, teen pop, frenchcore, chanson, french"
Manoush V Gorah,Markscheider Kunst,Markscheider Kunst - Manoush V Gorah.mp3,"ska punk, ska, salsa, rumba, cumbia"
Let Him Fly,Patty Griffin,Patty Griffin - Let Him Fly.mp3,"folk-pop, rock, country, americana, ballad"
Exception To The Rule,Dann Huff,Dann Huff - Exception To The Rule.mp3,"glam metal, hard rock, rock, guitar virtuoso, guitar"
The Way,Saigon Kick,Saigon Kick - The Way.mp3,"hard rock, soft rock, heavy metal, funk rock, pop rap"
Only Lonely,Bon Jovi,Bon Jovi - Only Lonely.mp3,"rock, pop, metal, arena rock, ballad"
I'm Hot (Radio Edit),Erick Sermon,Erick Sermon - I'm Hot (Radio Edit).mp3,"hip hop, pop rap, east coast hip hop, italian disco, hard house"
Outside,Mariah Carey,Mariah Carey - Outside.mp3,"dance pop, hip hop, urban, pop, adult contemporary"
The Bottom Line,Rick Astley,Rick Astley - The Bottom Line.mp3,"dance pop, rock, pop, england, adult contemporary"
The Cat Came Back,The Laurie Berkner Band,The Laurie Berkner Band - The Cat Came Back.mp3,"death core, hardstyle, bossa nova, speed metal, brutal death metal"
Castillos y sueños,Las Niñas,Las Niñas - Castillos y sueños.mp3,"flamenco, latin jazz, acid jazz, folk rock, hip hop"
The Way You Do the Things You Do,Betty Everett,Betty Everett - The Way You Do the Things You Do.mp3,"chicago soul, northern soul, doo-wop, disco, ballad"
All Burned Out,Savoy Brown,Savoy Brown - All Burned Out.mp3,"blues-rock, british blues, electric blues, country rock, hard rock"
She's All I Ever Had,Ricky Martin,Ricky Martin - She's All I Ever Had.mp3,"latin, latin pop, ballad, boy band, opera"
Touch My Body,Mariah Carey,Mariah Carey - Touch My Body.mp3,"dance pop, hip hop, urban, pop, adult contemporary"
People Never Give Up,Curtis Mayfield,Curtis Mayfield - People Never Give Up.mp3,"chicago soul, northern soul, funk, rock, soul"
Cruz,Christina Aguilera,Christina Aguilera - Cruz.mp3,"dance pop, teen pop, neo soul, r&b, ballad"
El Troyano,Alfredo Gutierrez,Alfredo Gutierrez - El Troyano.mp3,"louisiana blues, merengue, jump blues, east coast blues, salsa"
You Know It's True,The Cat's Miaow,The Cat's Miaow - You Know It's True.mp3,"shoegaze, indie rock, twee pop, rock, cuddlecore"
But Not for Me: Girl Crazy: Embraceable you,Gene Bertoncini,Gene Bertoncini - But Not for Me_ Girl Crazy_ Embraceable you.mp3,"manouche, gypsy jazz, jazz, swing, blues"
Sensemilla,Mighty Diamonds,Mighty Diamonds - Sensemilla.mp3,"roots reggae, rock steady, ska, reggae, dub"
What To Do,Alias,Alias - What To Do.mp3,"bass music, pop rap, hip hop, jungle music, trip hop"
情已逝,黎明,黎明 - 情已逝.mp3,"chinese music, ballad, trance, dance, male vocalist"
Afonsina y el Mar,Triana Pura,Triana Pura - Afonsina y el Mar.mp3,"rumba, flamenco, trance, house, latin"
Edo Pou Ta Leme,Angela Dimitriou,Angela Dimitriou - Edo Pou Ta Leme.mp3,"pop folk, modern laika, greek"
Täysikasvuinen mies,Yölintu,Yölintu - Täysikasvuinen mies.mp3,"german pop, rock, pop, finish, scandinavia"
"Please Heart, You're Killing Me (Album Version)",Eleanor McEvoy,"Eleanor McEvoy - Please Heart, You're Killing Me (Album Version).mp3","irish folk, celtic, singer-songwriter, ballad, folk rock"
Thriller,Fall Out Boy,Fall Out Boy - Thriller.mp3,"pop punk, emo, alternative rock, punk, alternative"
Meeting Daisy (Album Version),Alexandre Desplat,Alexandre Desplat - Meeting Daisy (Album Version).mp3,"soundtrack, ballad, film score, chill-out, easy listening"
Me Lo Dijo Adela,Tito Rodriguez,Tito Rodriguez - Me Lo Dijo Adela.mp3,"mambo, bolero, charanga, salsa, world fusion"
Superscout,Sensations,Sensations - Superscout.mp3,"rock steady, reggae, doo-wop, lovers rock, roots reggae"
The White's Bedroom / Fire Escape,The Plasmatics,The Plasmatics - The White's Bedroom _ Fire Escape.mp3,"trip hop, hard rock, hard trance, hard house, gabba"
Le Fiacre,Gisele MacKenzie,Gisele MacKenzie - Le Fiacre.mp3,"easy listening, chanson, doo-wop, jazz, pop"
Getto Boys,"Jack Orsen feat. Fumanschu, Justus","Jack Orsen feat. Fumanschu, Justus - Getto Boys.mp3","hip hop, reggae, rap, intelligent dance music, german rap"
No Volveras A Mi,Kalimba,Kalimba - No Volveras A Mi.mp3,"death core, hardstyle, brutal death metal, grindcore, funk"
Black Celebration,Monster Magnet,Monster Magnet - Black Celebration.mp3,"stoner metal, alternative metal, heavy metal, soundtrack, hard rock"
Crosses of Crossed Colors: Pt. 3,Henri Pousseur,Henri Pousseur - Crosses of Crossed Colors_ Pt. 3.mp3,"serialism, illbient, electronic, experimental, classical"
Mr. Goose,The Charms,The Charms - Mr. Goose.mp3,"bubblegum pop, rock steady, ska, alternative hip hop, pop rap"
Ke T' Oniro Egine Efialtis,Despina Vandi,Despina Vandi - Ke T' Oniro Egine Efialtis.mp3,"dance pop, british pop, modern laika, eurodance, club"
Trapdoor,Casey Lee Williams,Casey Lee Williams - Trapdoor.mp3,"breakbeat, hip hop, jungle music, club, dance"
Ramu Ka (Folksong),Tri Atma,Tri Atma - Ramu Ka (Folksong).mp3,"kraut rock, folk rock, italian disco, jazz, electronic"
Hey Sexy Lady,Shaggy,Shaggy - Hey Sexy Lady.mp3,"reggae, dancehall, jamaica, kingston, pop"
Sent by Angels,Arc Angels,Arc Angels - Sent by Angels.mp3,"blues-rock, southern rock, hard rock, slide, blues"
Would? (2022 Remaster),Alice In Chains,Alice In Chains - Would_ (2022 Remaster).mp3,"grunge, alternative metal, heavy metal, hard rock, alternative rock"
Sophie (Album Version),Eleanor McEvoy,Eleanor McEvoy - Sophie (Album Version).mp3,"irish folk, celtic, singer-songwriter, ballad, folk rock"
Alpha River,Eclier,Eclier - Alpha River.mp3,"electropop, new rave, dance-punk, electroclash, electronica"
Down In The Jungle,Monster Magnet,Monster Magnet - Down In The Jungle.mp3,"stoner metal, alternative metal, heavy metal, soundtrack, hard rock"
Sister Seagull (2021 Remaster),Be Bop Deluxe,Be Bop Deluxe - Sister Seagull (2021 Remaster).mp3,"art rock, pop rock, rock, classic rock, glam rock"
Revolution (Crusy Remix),Superchumbo,Superchumbo - Revolution (Crusy Remix).mp3,"progressive house, tribal house, tech house, hard house, deep house"
Exit People,Fergie,Fergie - Exit People.mp3,"pop rap, california, funk, hip hop, pop"
Salamanders in the Sun (Remastered),Steve Vai,Steve Vai - Salamanders in the Sun (Remastered).mp3,"instrumental rock, heavy metal, hard rock, fusion, rock"
Mientras me quieras,Tranzas,Tranzas - Mientras me quieras.mp3,"salsa, latin pop, spanish, latin, pop"
Act Won (Things Fall Apart),The Roots,The Roots - Act Won (Things Fall Apart).mp3,"funk, hip hop, soul, hardcore rap, alternative rap"
Yellow Rose Of Texas,Roy Rogers,Roy Rogers - Yellow Rose Of Texas.mp3,"western swing, country gospel, blues-rock, disco, classic country"
Wendy,Jesse Malin,Jesse Malin - Wendy.mp3,"urban folk, new weird america, chill-out, country rock, singer-songwriter"
Wie Ein Eisbär Sein,Geier Sturzflug,Geier Sturzflug - Wie Ein Eisbär Sein.mp3,"pop rock, german pop, europop, parody, new wave"
Plastic People,Four Tet,Four Tet - Plastic People.mp3,"electronic, pop, electronica, hip hop, intelligent dance music"
Dirty Old Man,Len Barry,Len Barry - Dirty Old Man.mp3,"pop rock, doo-wop, northern soul, blue-eyed soul, ballad"
When A Man's In Love,The Chieftains,The Chieftains - When A Man's In Love.mp3,"irish folk, celtic, celtic fusion, folk rock, bluegrass"
Fried Neck Bones and Some Home Fries (Album Version),Santana,Santana - Fried Neck Bones and Some Home Fries (Album Version).mp3,"blues-rock, hip hop, rap, rock, san francisco"
Te Quiero Mammá,Sergio Dalma,Sergio Dalma - Te Quiero Mammá.mp3,"ballad, soft rock, pop rock, rock, pop"
"It Doesn't Matter Where, Just Drive",Snow Patrol,"Snow Patrol - It Doesn't Matter Where, Just Drive.mp3","indie rock, rock, pop, alternative, alternative rock"
Skymning,Groupa Med Lena Willemark,Groupa Med Lena Willemark - Skymning.mp3,"neofolk, folk rock, world music, folk, swedish"
Serenata,Orquesta Romantica de la Habana,Orquesta Romantica de la Habana - Serenata.mp3,"hip hop, rap, alternative rap, new york, golden age"
The Golden Rocket (Album Version),Johnny Horton,Johnny Horton - The Golden Rocket (Album Version).mp3,"country rock, honky tonk, classic country, blues-rock, ballad"
La Sitiera,Barbarito Diez,Barbarito Diez - La Sitiera.mp3,"charanga, latin, latino, tropical, cuban"
"Master, Faster, Sweet Desaster",Nightfall,"Nightfall - Master, Faster, Sweet Desaster.mp3","doom metal, death metal, heavy metal, sympho black metal, black metal"
"Gross Throw-up Burp (Sonnerie, Ringtone)",Blingtones,"Blingtones - Gross Throw-up Burp (Sonnerie, Ringtone).mp3","turnablism, hip hop"
Sweet Child O' Mine,Guns N' Roses,Guns N' Roses - Sweet Child O' Mine.mp3,"heavy metal, hard rock, rock, metal, industrial metal"
Speak Low (Album Version),Charlie Byrd,Charlie Byrd - Speak Low (Album Version).mp3,"bossa nova, brazilian jazz, latin jazz, smooth jazz, easy listening"
Fritzy & Helen Hanft,Mark Lowry,Mark Lowry - Fritzy & Helen Hanft.mp3,"ccm, southern gospel, singer-songwriter, christian, male vocalist"
A Hard Day's Cafe (Key B Ver.),Bop & Drop,Bop & Drop - A Hard Day's Cafe (Key B Ver.).mp3,dance rock
Price I Pay,Jane's Addiction,Jane's Addiction - Price I Pay.mp3,"alternative metal, heavy metal, rock, los angeles, college rock"
The Tales of King Solitude 1: 3,Clockwise,Clockwise - The Tales of King Solitude 1_ 3.mp3,"power pop, modern rock, hard rock, grunge, rock 'n roll"
Scelxenak,Orthrelm,Orthrelm - Scelxenak.mp3,"experimental rock, math rock, progressive metal, noise rock, tech metal"
A century of beatz (Pleasure Zone Mix),Joy Kitikonti,Joy Kitikonti - A century of beatz (Pleasure Zone Mix).mp3,"hard trance, tech house, hard house, progressive trance, hardstyle"
"Monday, Monday",Bobby Broom,"Bobby Broom - Monday, Monday.mp3","soul jazz, jazz funk, hard bop, disco, electro"
The World in My Hands (We Are One),Snap!,Snap! - The World in My Hands (We Are One).mp3,"pop rap, hip house, europop, trance, hip hop"
Thanks God I'm a Country Boy,Mr. Blue,Mr. Blue - Thanks God I'm a Country Boy.mp3,"east coast blues, blues-rock, blues, hip hop, country"
You Don't See Into The Blues Like Me,Lonnie Johnson,Lonnie Johnson - You Don't See Into The Blues Like Me.mp3,"jazz blues, country blues, piedmont blues, blues, blues-rock"
Be Stiff (Live),Devo,Devo - Be Stiff (Live).mp3,"rock, new wave, dance rock, soundtrack, alternative rock"
Girls (Live At L'Olympia),Ayo,Ayo - Girls (Live At L'Olympia).mp3,"neo soul, r&b, smooth jazz, reggae, blues"
Tu Ex Amor,El Tiempo,El Tiempo - Tu Ex Amor.mp3,"los angeles, banda, spanish, disco, bolero"
We're Out Of Gas,Alan Silvestri,Alan Silvestri - We're Out Of Gas.mp3,"country rock, soundtrack, pop rock, ballad, disco"
Love Oh Love (Live in Chicago 9/25/1973),Leroy Hutson,Leroy Hutson - Love Oh Love (Live in Chicago 9_25_1973).mp3,"chicago soul, northern soul, funk, rock, soul"
Run (Album Version),Lighthouse Family,Lighthouse Family - Run (Album Version).mp3,"blue-eyed soul, british pop, chill-out, r&b, soul"
La Saint-Jean d'été (Album Version),Jean Ségurel,Jean Ségurel - La Saint-Jean d'été (Album Version).mp3,"chanson, musette, easy listening, jazz, pop"
